analysis_layer,pair_id,field_id,primary_state,rater_a_state,rater_b_state,final_state,evidence_url,checked_date,selection_stratum,stratum_frame_n,stratum_sample_n
primary_83,VUONG2025_S7_037,target_access,controlled,,,controlled,https://pmc.ncbi.nlm.nih.gov/articles/PMC8643314/,2026-07-30,,,
primary_83,VUONG2025_S7_037,reuse_terms,not_documented,,,not_documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC8643314/,2026-07-30,,,
primary_83,VUONG2025_S7_037,code_record,not_documented,,,not_documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC8643314/,2026-07-30,,,
primary_83,VUONG2025_S7_037,fixed_version,not_applicable,,,not_applicable,https://pmc.ncbi.nlm.nih.gov/articles/PMC8643314/,2026-07-30,,,
primary_83,VUONG2025_S7_037,execution_path,not_applicable,,,not_applicable,https://pmc.ncbi.nlm.nih.gov/articles/PMC8643314/,2026-07-30,,,
primary_83,VUONG2025_S7_038,target_definition,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC8643314/,2026-07-30,,,
primary_83,VUONG2025_S7_038,effect_modifier,partial,,,partial,https://pmc.ncbi.nlm.nih.gov/articles/PMC8643314/,2026-07-30,,,
primary_83,VUONG2025_S7_038,harmonization,not_applicable,,,not_applicable,https://pmc.ncbi.nlm.nih.gov/articles/PMC8643314/,2026-07-30,,,
primary_83,VUONG2025_S7_038,overlap,partial,,,partial,https://pmc.ncbi.nlm.nih.gov/articles/PMC8643314/,2026-07-30,,,
primary_83,VUONG2025_S7_038,target_uncertainty,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC8643314/,2026-07-30,,,
primary_83,VUONG2025_S7_038,threshold_provenance,partial,,,partial,https://pmc.ncbi.nlm.nih.gov/articles/PMC8643314/,2026-07-30,,,
primary_83,VUONG2025_S7_038,threshold_timing,not_documented,,,not_documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC8643314/,2026-07-30,,,
primary_83,VUONG2025_S7_038,source_access,controlled,,,controlled,https://pmc.ncbi.nlm.nih.gov/articles/PMC8643314/,2026-07-30,,,
primary_83,VUONG2025_S7_038,target_access,controlled,,,controlled,https://pmc.ncbi.nlm.nih.gov/articles/PMC8643314/,2026-07-30,,,
primary_83,VUONG2025_S7_038,reuse_terms,not_documented,,,not_documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC8643314/,2026-07-30,,,
primary_83,VUONG2025_S7_038,code_record,not_documented,,,not_documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC8643314/,2026-07-30,,,
primary_83,VUONG2025_S7_038,fixed_version,not_applicable,,,not_applicable,https://pmc.ncbi.nlm.nih.gov/articles/PMC8643314/,2026-07-30,,,
primary_83,VUONG2025_S7_038,execution_path,not_applicable,,,not_applicable,https://pmc.ncbi.nlm.nih.gov/articles/PMC8643314/,2026-07-30,,,
primary_83,VUONG2025_S7_039,target_definition,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC9608340/,2026-07-30,,,
primary_83,VUONG2025_S7_039,effect_modifier,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC9608340/,2026-07-30,,,
primary_83,VUONG2025_S7_039,harmonization,not_applicable,,,not_applicable,https://pmc.ncbi.nlm.nih.gov/articles/PMC9608340/,2026-07-30,,,
primary_83,VUONG2025_S7_039,overlap,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC9608340/,2026-07-30,,,
primary_83,VUONG2025_S7_039,target_uncertainty,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC9608340/,2026-07-30,,,
primary_83,VUONG2025_S7_039,threshold_provenance,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC9608340/,2026-07-30,,,
primary_83,VUONG2025_S7_039,threshold_timing,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC9608340/,2026-07-30,,,
primary_83,VUONG2025_S7_039,source_access,controlled,,,controlled,https://pmc.ncbi.nlm.nih.gov/articles/PMC9608340/,2026-07-30,,,
primary_83,VUONG2025_S7_039,target_access,not_applicable,,,not_applicable,https://pmc.ncbi.nlm.nih.gov/articles/PMC9608340/,2026-07-30,,,
primary_83,VUONG2025_S7_039,reuse_terms,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC9608340/,2026-07-30,,,
primary_83,VUONG2025_S7_039,code_record,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC9608340/,2026-07-30,,,
primary_83,VUONG2025_S7_039,fixed_version,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC9608340/,2026-07-30,,,
primary_83,VUONG2025_S7_039,execution_path,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC9608340/,2026-07-30,,,
primary_83,VUONG2025_S7_040,target_definition,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC10396418/,2026-07-30,,,
primary_83,VUONG2025_S7_040,effect_modifier,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC10396418/,2026-07-30,,,
primary_83,VUONG2025_S7_040,harmonization,partial,,,partial,https://pmc.ncbi.nlm.nih.gov/articles/PMC10396418/,2026-07-30,,,
primary_83,VUONG2025_S7_040,overlap,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC10396418/,2026-07-30,,,
primary_83,VUONG2025_S7_040,target_uncertainty,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC10396418/,2026-07-30,,,
primary_83,VUONG2025_S7_040,threshold_provenance,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC10396418/,2026-07-30,,,
primary_83,VUONG2025_S7_040,threshold_timing,not_documented,,,not_documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC10396418/,2026-07-30,,,
primary_83,VUONG2025_S7_040,source_access,controlled,,,controlled,https://pmc.ncbi.nlm.nih.gov/articles/PMC10396418/,2026-07-30,,,
primary_83,VUONG2025_S7_040,target_access,public,,,public,https://pmc.ncbi.nlm.nih.gov/articles/PMC10396418/,2026-07-30,,,
primary_83,VUONG2025_S7_040,reuse_terms,not_documented,,,not_documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC10396418/,2026-07-30,,,
primary_83,VUONG2025_S7_040,code_record,not_documented,,,not_documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC10396418/,2026-07-30,,,
primary_83,VUONG2025_S7_040,fixed_version,not_applicable,,,not_applicable,https://pmc.ncbi.nlm.nih.gov/articles/PMC10396418/,2026-07-30,,,
primary_83,VUONG2025_S7_040,execution_path,not_applicable,,,not_applicable,https://pmc.ncbi.nlm.nih.gov/articles/PMC10396418/,2026-07-30,,,
primary_83,VUONG2025_S7_041,target_definition,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC8487904/,2026-07-30,,,
primary_83,VUONG2025_S7_041,effect_modifier,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC8487904/,2026-07-30,,,
primary_83,VUONG2025_S7_041,harmonization,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC8487904/,2026-07-30,,,
primary_83,VUONG2025_S7_041,overlap,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC8487904/,2026-07-30,,,
primary_83,VUONG2025_S7_041,target_uncertainty,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC8487904/,2026-07-30,,,
primary_83,VUONG2025_S7_041,threshold_provenance,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC8487904/,2026-07-30,,,
primary_83,VUONG2025_S7_041,threshold_timing,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC8487904/,2026-07-30,,,
primary_83,VUONG2025_S7_041,source_access,controlled,,,controlled,https://pmc.ncbi.nlm.nih.gov/articles/PMC8487904/,2026-07-30,,,
primary_83,VUONG2025_S7_041,target_access,public,,,public,https://pmc.ncbi.nlm.nih.gov/articles/PMC8487904/,2026-07-30,,,
primary_83,VUONG2025_S7_041,reuse_terms,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC8487904/,2026-07-30,,,
primary_83,VUONG2025_S7_041,code_record,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC8487904/,2026-07-30,,,
primary_83,VUONG2025_S7_041,fixed_version,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC8487904/,2026-07-30,,,
primary_83,VUONG2025_S7_041,execution_path,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC8487904/,2026-07-30,,,
primary_83,VUONG2025_S7_042,target_definition,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC10201931/,2026-07-30,,,
primary_83,VUONG2025_S7_042,effect_modifier,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC10201931/,2026-07-30,,,
primary_83,VUONG2025_S7_042,harmonization,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC10201931/,2026-07-30,,,
primary_83,VUONG2025_S7_042,overlap,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC10201931/,2026-07-30,,,
primary_83,VUONG2025_S7_042,target_uncertainty,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC10201931/,2026-07-30,,,
primary_83,VUONG2025_S7_042,threshold_provenance,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC10201931/,2026-07-30,,,
primary_83,VUONG2025_S7_042,threshold_timing,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC10201931/,2026-07-30,,,
primary_83,VUONG2025_S7_042,source_access,controlled,,,controlled,https://pmc.ncbi.nlm.nih.gov/articles/PMC10201931/,2026-07-30,,,
primary_83,VUONG2025_S7_042,target_access,controlled,,,controlled,https://pmc.ncbi.nlm.nih.gov/articles/PMC10201931/,2026-07-30,,,
primary_83,VUONG2025_S7_042,reuse_terms,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC10201931/,2026-07-30,,,
primary_83,VUONG2025_S7_042,code_record,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC10201931/,2026-07-30,,,
primary_83,VUONG2025_S7_042,fixed_version,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC10201931/,2026-07-30,,,
primary_83,VUONG2025_S7_042,execution_path,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC10201931/,2026-07-30,,,
primary_83,VUONG2025_S7_043,target_definition,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC11485071/,2026-07-30,,,
primary_83,VUONG2025_S7_043,effect_modifier,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC11485071/,2026-07-30,,,
primary_83,VUONG2025_S7_043,harmonization,partial,,,partial,https://pmc.ncbi.nlm.nih.gov/articles/PMC11485071/,2026-07-30,,,
primary_83,VUONG2025_S7_043,overlap,partial,,,partial,https://pmc.ncbi.nlm.nih.gov/articles/PMC11485071/,2026-07-30,,,
primary_83,VUONG2025_S7_043,target_uncertainty,partial,,,partial,https://pmc.ncbi.nlm.nih.gov/articles/PMC11485071/,2026-07-30,,,
primary_83,VUONG2025_S7_043,threshold_provenance,partial,,,partial,https://pmc.ncbi.nlm.nih.gov/articles/PMC11485071/,2026-07-30,,,
primary_83,VUONG2025_S7_043,threshold_timing,not_documented,,,not_documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC11485071/,2026-07-30,,,
primary_83,VUONG2025_S7_043,source_access,controlled,,,controlled,https://pmc.ncbi.nlm.nih.gov/articles/PMC11485071/,2026-07-30,,,
primary_83,VUONG2025_S7_043,target_access,public,,,public,https://pmc.ncbi.nlm.nih.gov/articles/PMC11485071/,2026-07-30,,,
primary_83,VUONG2025_S7_043,reuse_terms,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC11485071/,2026-07-30,,,
primary_83,VUONG2025_S7_043,code_record,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC11485071/,2026-07-30,,,
primary_83,VUONG2025_S7_043,fixed_version,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC11485071/,2026-07-30,,,
primary_83,VUONG2025_S7_043,execution_path,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC11485071/,2026-07-30,,,
primary_83,VUONG2025_S7_044,target_definition,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC9166225/,2026-07-30,,,
primary_83,VUONG2025_S7_044,effect_modifier,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC9166225/,2026-07-30,,,
primary_83,VUONG2025_S7_044,harmonization,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC9166225/,2026-07-30,,,
primary_83,VUONG2025_S7_044,overlap,partial,,,partial,https://pmc.ncbi.nlm.nih.gov/articles/PMC9166225/,2026-07-30,,,
primary_83,VUONG2025_S7_044,target_uncertainty,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC9166225/,2026-07-30,,,
primary_83,VUONG2025_S7_044,threshold_provenance,partial,,,partial,https://pmc.ncbi.nlm.nih.gov/articles/PMC9166225/,2026-07-30,,,
primary_83,VUONG2025_S7_044,threshold_timing,not_documented,,,not_documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC9166225/,2026-07-30,,,
primary_83,VUONG2025_S7_044,source_access,unavailable,,,unavailable,https://pmc.ncbi.nlm.nih.gov/articles/PMC9166225/,2026-07-30,,,
primary_83,VUONG2025_S7_044,target_access,unavailable,,,unavailable,https://pmc.ncbi.nlm.nih.gov/articles/PMC9166225/,2026-07-30,,,
primary_83,VUONG2025_S7_044,reuse_terms,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC9166225/,2026-07-30,,,
primary_83,VUONG2025_S7_044,code_record,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC9166225/,2026-07-30,,,
primary_83,VUONG2025_S7_044,fixed_version,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC9166225/,2026-07-30,,,
primary_83,VUONG2025_S7_044,execution_path,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC9166225/,2026-07-30,,,
primary_83,VUONG2025_S7_045,target_definition,documented,,,documented,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_045,effect_modifier,documented,,,documented,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_045,harmonization,partial,,,partial,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_045,overlap,partial,,,partial,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_045,target_uncertainty,documented,,,documented,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_045,threshold_provenance,partial,,,partial,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_045,threshold_timing,not_documented,,,not_documented,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_045,source_access,unclear,,,unclear,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_045,target_access,unclear,,,unclear,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_045,reuse_terms,not_documented,,,not_documented,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_045,code_record,not_documented,,,not_documented,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_045,fixed_version,not_applicable,,,not_applicable,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_045,execution_path,not_applicable,,,not_applicable,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_046,target_definition,documented,,,documented,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_046,effect_modifier,documented,,,documented,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_046,harmonization,partial,,,partial,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_046,overlap,partial,,,partial,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_046,target_uncertainty,documented,,,documented,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_046,threshold_provenance,partial,,,partial,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_046,threshold_timing,not_documented,,,not_documented,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_046,source_access,unclear,,,unclear,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_046,target_access,unclear,,,unclear,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_046,reuse_terms,not_documented,,,not_documented,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_046,code_record,not_documented,,,not_documented,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_046,fixed_version,not_applicable,,,not_applicable,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_046,execution_path,not_applicable,,,not_applicable,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_047,target_definition,documented,,,documented,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_047,effect_modifier,documented,,,documented,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_047,harmonization,partial,,,partial,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_047,overlap,partial,,,partial,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_047,target_uncertainty,documented,,,documented,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_047,threshold_provenance,partial,,,partial,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_047,threshold_timing,not_documented,,,not_documented,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_047,source_access,unclear,,,unclear,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_047,target_access,unclear,,,unclear,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_047,reuse_terms,not_documented,,,not_documented,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_047,code_record,not_documented,,,not_documented,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_047,fixed_version,not_applicable,,,not_applicable,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_047,execution_path,not_applicable,,,not_applicable,https://arxiv.org/abs/2210.02571,2026-07-30,,,
primary_83,VUONG2025_S7_048,target_definition,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_048,effect_modifier,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_048,harmonization,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_048,overlap,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_048,target_uncertainty,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_048,threshold_provenance,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_048,threshold_timing,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_048,source_access,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_048,target_access,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_048,reuse_terms,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_048,code_record,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_048,fixed_version,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_048,execution_path,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_049,target_definition,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_049,effect_modifier,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_049,harmonization,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_049,overlap,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_049,target_uncertainty,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_049,threshold_provenance,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_049,threshold_timing,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_049,source_access,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_049,target_access,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_049,reuse_terms,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_049,code_record,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_049,fixed_version,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_049,execution_path,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_050,target_definition,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_050,effect_modifier,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_050,harmonization,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_050,overlap,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_050,target_uncertainty,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_050,threshold_provenance,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_050,threshold_timing,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_050,source_access,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_050,target_access,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_050,reuse_terms,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_050,code_record,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_050,fixed_version,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_050,execution_path,unresolved,,,unresolved,https://doi.org/10.1080/19466315.2021.1942975,2026-07-30,,,
primary_83,VUONG2025_S7_051,target_definition,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC9754161/,2026-07-30,,,
primary_83,VUONG2025_S7_051,effect_modifier,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC9754161/,2026-07-30,,,
primary_83,VUONG2025_S7_051,harmonization,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC9754161/,2026-07-30,,,
primary_83,VUONG2025_S7_051,overlap,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC9754161/,2026-07-30,,,
primary_83,VUONG2025_S7_051,target_uncertainty,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC9754161/,2026-07-30,,,
primary_83,VUONG2025_S7_051,threshold_provenance,partial,,,partial,https://pmc.ncbi.nlm.nih.gov/articles/PMC9754161/,2026-07-30,,,
primary_83,VUONG2025_S7_051,threshold_timing,not_documented,,,not_documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC9754161/,2026-07-30,,,
primary_83,VUONG2025_S7_051,source_access,controlled,,,controlled,https://pmc.ncbi.nlm.nih.gov/articles/PMC9754161/,2026-07-30,,,
primary_83,VUONG2025_S7_051,target_access,controlled,,,controlled,https://pmc.ncbi.nlm.nih.gov/articles/PMC9754161/,2026-07-30,,,
primary_83,VUONG2025_S7_051,reuse_terms,documented,,,documented,https://github.com/yling2019/SERD_transportability,2026-07-30,,,
primary_83,VUONG2025_S7_051,code_record,documented,,,documented,https://github.com/yling2019/SERD_transportability,2026-07-30,,,
primary_83,VUONG2025_S7_051,fixed_version,not_verified,,,not_verified,https://github.com/yling2019/SERD_transportability,2026-07-30,,,
primary_83,VUONG2025_S7_051,execution_path,not_self_contained,,,not_self_contained,https://github.com/yling2019/SERD_transportability,2026-07-30,,,
primary_83,VUONG2025_S7_052,target_definition,unresolved,,,unresolved,https://doi.org/10.1002/bimj.202100294,2026-07-30,,,
primary_83,VUONG2025_S7_052,effect_modifier,unresolved,,,unresolved,https://doi.org/10.1002/bimj.202100294,2026-07-30,,,
primary_83,VUONG2025_S7_052,harmonization,unresolved,,,unresolved,https://doi.org/10.1002/bimj.202100294,2026-07-30,,,
primary_83,VUONG2025_S7_052,overlap,unresolved,,,unresolved,https://doi.org/10.1002/bimj.202100294,2026-07-30,,,
primary_83,VUONG2025_S7_052,target_uncertainty,unresolved,,,unresolved,https://doi.org/10.1002/bimj.202100294,2026-07-30,,,
primary_83,VUONG2025_S7_052,threshold_provenance,unresolved,,,unresolved,https://doi.org/10.1002/bimj.202100294,2026-07-30,,,
primary_83,VUONG2025_S7_052,threshold_timing,unresolved,,,unresolved,https://doi.org/10.1002/bimj.202100294,2026-07-30,,,
primary_83,VUONG2025_S7_052,source_access,unresolved,,,unresolved,https://doi.org/10.1002/bimj.202100294,2026-07-30,,,
primary_83,VUONG2025_S7_052,target_access,unresolved,,,unresolved,https://doi.org/10.1002/bimj.202100294,2026-07-30,,,
primary_83,VUONG2025_S7_052,reuse_terms,unresolved,,,unresolved,https://doi.org/10.1002/bimj.202100294,2026-07-30,,,
primary_83,VUONG2025_S7_052,code_record,unresolved,,,unresolved,https://doi.org/10.1002/bimj.202100294,2026-07-30,,,
primary_83,VUONG2025_S7_052,fixed_version,unresolved,,,unresolved,https://doi.org/10.1002/bimj.202100294,2026-07-30,,,
